batch,code,size,api_code,api_batch,smcc_batch,lactose_batch,starch_batch,api_content,lactose_water,lactose_sieve0045,lactose_sieve015,lactose_sieve025,smcc_water,smcc_td,smcc_bd,smcc_ps01,smcc_ps05,smcc_ps09,starch_ph,starch_water,tbl_min_thickness,tbl_max_thickness,fct_min_thickness,fct_max_thickness,tbl_min_weight,tbl_max_weight,tbl_rsd_weight,fct_rsd_weight,tbl_min_hardness,tbl_max_hardness,tbl_av_hardness,fct_min_hardness,fct_max_hardness,fct_av_hardness,tbl_max_diameter,fct_max_diameter,tbl_yield,batch_yield,dissolution_av,dissolution_min,resodual_solvent,impurities_total,impurity_o,impurity_l,tbl_speed_mean,tbl_speed_change,tbl_speed_0_duration,total_waste,startup_waste,fom_mean,fom_change,SREL_startup_mean,SREL_production_mean,SREL_production_max,main_CompForce mean,main_CompForce_sd,main_CompForce_median,pre_CompForce_mean,tbl_fill_mean,tbl_fill_sd,cyl_height_mean,stiffness_mean,stiffness_max,stiffness_min,ejection_mean,ejection_max,ejection_min,Startup_tbl_fill_maxDifference,Startup_main_CompForce_mean,Startup_tbl_fill_mean,Drug release average (%),Drug release min (%),Residual solvent,Total impurities,Impurity O,Impurity L,impurities_scaled,tbl_tensile,Drug release average
974,17,960000,3,247,18,22,17,94.5,0.08,18.803743522874957,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.9,4.0,4.0,4.1,222.0,229.0,0.81,0.89,47.0,72.0,58,62.72,80.36,70.56,8.1,8.1,98.623,98.343,87.17,83,0.02,0.05,0.05,0.05,119.976121,1.5625,26.25,806.9791667,7704,79.95554765,14,4.782142857,2.839906609,6.3,6.455903940499555,0.07830693,7.1,0.029920977,6.204076868,0.085142031,1.8675,63.68893678,66,20,177.1296695,223,160,0.45,6.757692308,6.122307692,87.17,83.0,0.02,0.05,0.05,0.05,0.0,2.3046432482473667,99.59367250830637
975,17,960000,3,247,18,22,17,94.5,0.08,18.859539561620334,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.9,4.0,4.0,4.1,223.0,228.0,0.64,0.7,50.0,72.0,61,60.76,74.48,69.58,8.0,8.1,99.668,99.574,90.83,87,0.02,0.05,0.05,0.05,120.0,0.9375,30.3125,721.875,6917,80.0,8,3.295652174,3.020235967,6.7,6.13242852481822,0.086873538,7.0,0.0,6.224880229,0.13337466,1.849074008,64.82195209,68,15,178.9349303,192,165,0.43,7.439130435,6.147391304,90.83,87.0,0.02,0.05,0.05,0.05,0.0,2.4,102.7
976,17,960000,3,249,18,22,17,94.2,0.08,18.880492916449917,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.9,4.0,4.0,4.0,221.0,226.0,0.76,0.61,51.0,70.0,60,62.72,76.44,71.54,8.1,8.1,99.005,98.911,88.33,85,0.02,0.05,0.05,0.05,119.9262023,2.083333333,40.83333333,535.4166667,5082,79.97808413,15,3.568421053,3.22975089,5.3,6.402857778610415,0.090299048,6.8,0.0,6.164245552,0.082388366,1.878540925,66.28434164,71,61,181.3181495,230,164,0.31,7.827777778,6.066666667,88.33,85.0,0.02,0.05,0.05,0.05,0.0,2.4,102.7
977,17,960000,3,249,18,22,17,94.2,0.08,18.99512006515812,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.9,4.0,4.0,4.1,222.0,229.0,0.76,0.79,48.0,72.0,60,64.68,78.4,69.58,8.1,8.1,99.29,99.29,88.17,83,0.02,0.05,0.05,0.05,119.9021593,1.666666667,30.0,343.6458333,3074,79.97806086,7,8.184615385,3.322964806,6.9,6.611751144016554,0.102666741,6.8,0.0,6.204120156,0.090409113,1.886964095,67.54070387,73,40,181.64984,207,133,0.4,6.9,5.8875,88.17,83.0,0.02,0.05,0.05,0.05,0.0,2.4,102.7
978,17,960000,3,249,18,22,17,94.2,0.08,19.199979519870833,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.9,4.0,3.9,4.0,220.0,226.0,0.78,0.78,49.0,68.0,57,56.84,72.52,65.66,8.1,8.1,98.768,98.674,89.0,85,0.02,0.05,0.05,0.05,119.9684583,1.666666667,41.35416667,743.4375,7081,79.95547703,13,3.628,3.27885918,5.1,6.753962552872294,0.089700703,6.7,0.0,6.194395722,0.082151657,1.890652406,69.94759358,76,63,186.2057041,204,171,0.55,6.147826087,5.89173913,89.0,85.0,0.02,0.05,0.05,0.05,0.0,2.284716350468232,100.8238752185733
979,17,960000,3,250,18,22,17,94.4,0.08,19.00287053031389,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.9,4.0,3.9,4.0,221.0,227.0,0.67,0.65,49.0,68.0,59,58.8,68.6,63.7,8.1,8.1,99.573,99.384,88.0,84,0.02,0.05,0.05,0.05,120.0,0.9375,33.54166667,265.1041667,2536,79.95633803,10,6.225,3.164321075,6.6,6.488498527921805,0.08998785,6.7,0.0,6.179098303,0.087517345,1.88,70.48868458,78,41,185.4204385,206,171,0.38,7.322222222,5.991111111,88.0,84.0,0.02,0.05,0.05,0.05,0.0,2.4,101.79064066304544
980,17,960000,3,250,18,22,17,94.4,0.08,19.05613700597142,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,4.0,4.1,4.0,4.1,220.0,227.0,0.86,1.14,39.0,64.0,54,50.96,66.64,59.78,8.1,8.1,97.727,97.727,88.5,85,0.02,0.05,0.05,0.05,119.959491,4.0625,89.58333333,1874.6875,8269,79.84555712,15,4.368965517,3.246241539,8.2,6.665522485485663,0.656492431,6.1,0.04732334,6.261231263,0.141913848,1.910153462,71.68915061,81,41,192.4978587,233,113,0.46,5.733333333,6.021111111,88.5,85.0,0.02,0.05,0.05,0.05,0.0,2.3087530674431314,101.09487963839246
981,17,960000,3,250,18,22,17,94.4,0.08,19.012830567117632,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.9,4.0,3.9,4.0,222.0,226.0,0.74,0.5,46.0,75.0,64,58.8,80.36,69.58,8.1,8.1,98.958,98.958,89.5,82,0.02,0.05,0.05,0.05,119.9777896,2.1875,44.58333333,467.1875,4388,80.0,6,6.673333333,3.129188996,5.2,6.937447834637702,0.102715828,7.3,0.00785995,6.2643587,0.080606227,1.828531618,72.15541265,83,64,200.4097892,246,139,0.77,7.606666667,6.014666667,89.5,82.0,0.02,0.05,0.05,0.05,0.0,2.3120434990623693,102.11056683630282
982,17,960000,3,251,18,22,17,94.4,0.08,18.739690171880213,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,4.0,4.0,4.0,4.0,220.0,227.0,0.8,1.02,47.0,65.0,56,50.96,70.56,60.76,8.0,8.1,99.195,99.195,90.17,82,0.02,0.05,0.05,0.05,119.9682686,1.25,36.77083333,527.7083333,5034,80.0,8,4.872222222,3.20170697,5.0,6.592580167491204,0.092658656,6.4,0.0,6.238645092,0.086188797,1.91284495,75.86522048,85,59,189.4839972,210,177,0.34,6.95,5.911111111,90.17,82.0,0.02,0.05,0.05,0.05,0.0,1.8346188444074678,98.74127302872
1000,17,960000,3,253,18,22,17,94.5,0.08,18.973215719940207,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,4.0,4.1,4.0,4.1,220.0,228.0,0.98,1.02,44.0,76.0,60,52.92,71.54,62.72,8.1,8.1,98.482,98.295,90.33,88,0.02,0.05,0.05,0.05,119.9146591,4.270833333,75.41666667,936.6666667,6861,79.97775424,19,10.82,4.415888849,8.0,6.517560981298356,0.300757739,7.4,7.13e-05,6.612726301,0.053055125,1.711678546,32.51176051,57,9,208.7291518,241,130,0.88,4.34,6.2336,,,,,,,0.0,2.2620089656214137,101.59484897977029
1001,17,960000,3,254,18,22,17,94.4,0.08,18.806563532883672,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,4.1,4.1,4.1,4.2,222.0,234.0,1.31,1.87,35.0,61.0,47,48.02,75.46,58.8,8.1,8.1,98.623,98.343,91.0,85,0.02,0.05,0.05,0.05,119.9735949,1.458333333,43.125,972.3958333,3564,79.95584599,8,9.192857143,6.069116081,8.1,6.327885493911916,0.083523252,6.2,0.0,6.736648917,0.05518424,1.81913028,44.03159389,56,7,192.1693291,212,138,0.2,6.333333333,6.523333333,,,,,,,0.0,2.2925682684463617,101.09412409695146
1002,17,960000,3,254,18,22,17,94.4,0.08,19.40529913958122,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,4.0,4.1,4.1,4.2,219.0,227.0,1.25,0.97,38.0,70.0,49,46.06,68.6,56.84,8.1,8.1,98.626,98.532,89.17,84,0.02,0.05,0.05,0.05,119.9413212,2.604166667,43.125,1055.625,4090,80.0,8,5.94375,5.409257951,7.4,6.154195659451624,0.08936588,6.1,0.0,6.718434629,0.099598284,1.825717314,42.97738516,57,6,194.6427562,219,137,0.13,5.9875,6.438125,,,,,,,0.0,2.4,100.99521339835253
1003,17,960000,3,254,18,22,17,94.4,0.08,19.17458921238352,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,4.0,4.1,4.1,4.1,221.0,228.0,1.11,0.81,38.0,63.0,49,49.98,69.58,57.82,8.1,8.1,98.157,98.343,90.83,87,0.02,0.05,0.05,0.05,119.8931131,3.958333333,42.8125,1456.875,6950,79.97823034,9,6.0,5.131303116,7.0,6.363700822845386,0.097192074,6.3,0.0,6.738101311,0.067519646,1.815550832,47.30676585,57,7,204.6556854,243,120,0.38,6.134782609,6.38173913,,,,,,,0.0,2.3899555704614697,102.55015802925948
1004,17,960000,3,254,18,22,17,94.4,0.08,18.911730894448663,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,4.0,4.1,4.1,4.1,221.0,228.0,1.02,0.99,38.0,68.0,54,56.84,72.52,64.68,8.1,8.2,99.336,99.242,92.67,90,0.02,0.05,0.05,0.05,120.0,1.145833333,36.04166667,404.6875,1793,79.9640592,9,9.97,4.698833098,7.4,6.513502007418698,0.088333394,6.6,0.0,6.657545969,0.064083893,1.78,44.15523338,56,7,210.1760962,238,187,0.22,5.8875,6.5325,,,,,,,0.0,2.4,102.7
1005,17,960000,3,254,18,22,17,94.4,0.08,19.148000540552527,50,82,4.445,0.45,0.33,30.363,119.557,262.707,4.5,2.463,3.6,4.1,4.0,4.1,219.0,228.0,1.75,1.18,31.0,65.0,51,54.88,72.52,64.68,8.1,8.1,99.337,99.337,88.67,81,0.02,0.05,0.05,0.05,119.9537382,2.083333333,57.08333333,351.9791667,3119,79.97789474,7,8.908333333,4.770295983,7.4,6.216307402588185,0.096229998,6.6,0.0,6.698615222,0.061569353,1.766691332,51.72692037,63,7,212.3555321,243,124,0.08,6.481818182,6.474545455,,,,,,,0.0,2.4,101.40019067910642
