batch,code,size,api_code,api_batch,smcc_batch,lactose_batch,starch_batch,api_content,lactose_water,lactose_sieve0045,lactose_sieve015,lactose_sieve025,smcc_water,smcc_td,smcc_bd,smcc_ps01,smcc_ps05,smcc_ps09,starch_ph,starch_water,tbl_min_thickness,tbl_max_thickness,fct_min_thickness,fct_max_thickness,tbl_min_weight,tbl_max_weight,tbl_rsd_weight,fct_rsd_weight,tbl_min_hardness,tbl_max_hardness,tbl_av_hardness,fct_min_hardness,fct_max_hardness,fct_av_hardness,tbl_max_diameter,fct_max_diameter,tbl_yield,batch_yield,dissolution_av,dissolution_min,resodual_solvent,impurities_total,impurity_o,impurity_l,tbl_speed_mean,tbl_speed_change,tbl_speed_0_duration,total_waste,startup_waste,fom_mean,fom_change,SREL_startup_mean,SREL_production_mean,SREL_production_max,main_CompForce mean,main_CompForce_sd,main_CompForce_median,pre_CompForce_mean,tbl_fill_mean,tbl_fill_sd,cyl_height_mean,stiffness_mean,stiffness_max,stiffness_min,ejection_mean,ejection_max,ejection_min,Startup_tbl_fill_maxDifference,Startup_main_CompForce_mean,Startup_tbl_fill_mean,Drug release average (%),Drug release min (%),Residual solvent,Total impurities,Impurity O,Impurity L,impurities_scaled,tbl_tensile,Drug release average
191,17,960000,3,50,4,6,5,93.8,0.055,18.61694993232948,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,3.9,4.0,4.0,4.1,224.0,229.0,0.81,0.61,58.8,85.26,57,42.0,86.0,76.44,8.1,8.1,98.107,98.153,87.92,78,0.03,0.06,0.06,0.05,99.93721205,4.583333333,59.89583333,1371.354167,11454,79.98139947,21,6.615909091,3.395393359,5.1,6.78001149594514,0.637572738,7.9,0.0,6.287505235,0.078584488,1.990125636,49.36553993,58,39,200.6530063,255,110,0.59,7.830232558,6.053488372,87.92,78.0,0.03,0.06,0.06,0.05,0.04347826086956519,2.3219485979422467,101.71565365474204
192,17,960000,3,50,4,6,5,94.0,0.055,18.4450210527494,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,3.9,4.0,4.0,4.1,222.0,228.0,0.78,0.65,66.64,88.2,55,42.0,74.0,76.44,8.1,8.1,99.102,99.242,88.17,83,0.05,0.14,0.06,0.05,99.98050074,1.5625,33.125,446.5625,4149,79.98174323,11,9.294736842,3.310601125,7.7,7.872936299081176,0.091237054,6.9,0.0,6.272200178,0.096558605,2.020242819,54.12466686,59,43,191.3313592,224,121,0.28,6.738888889,6.226666667,88.17,83.0,0.05,0.14,0.06,0.05,0.3913043478260869,1.8291474013758653,102.7
193,17,960000,3,50,4,6,5,94.0,0.055,18.64978091326908,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,3.9,4.0,4.1,4.1,221.0,230.0,1.97,1.03,62.72,84.28,48,37.0,66.0,69.58,8.1,8.1,98.911,98.911,90.33,85,0.03,0.1,0.05,0.05,119.9003173,5.625,42.08333333,834.5833333,7503,79.95560254,12,6.2,5.807503556,8.6,7.276416468529461,0.144913545,6.0,0.0,6.336905016,0.091535097,2.104581999,64.80184988,71,0,206.1586624,223,0,0.36,6.452,6.0888,90.33,85.0,0.03,0.1,0.05,0.05,0.21739130434782605,2.2364096755953655,101.61085973320581
194,17,960000,3,51,4,6,5,94.0,0.055,19.055060435712726,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,3.9,4.0,4.0,4.1,222.0,234.0,1.37,1.36,58.8,85.26,53,41.0,69.0,70.56,8.1,8.1,99.384,99.384,88.5,85,0.04,0.05,0.05,0.05,119.9971429,1.458333333,24.16666667,517.3958333,4820,80.0,9,7.423529412,5.808868393,8.8,6.464211268839202,0.088403281,6.5,0.0,6.355306846,0.096265265,2.073554452,66.97339482,71,60,207.2937212,226,193,0.7,6.15,6.02125,88.5,85.0,0.04,0.05,0.05,0.05,0.0,2.025055018311558,102.7
224,17,960000,3,51,4,6,5,93.5,0.055,17.69013045838606,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,4.0,4.1,4.0,4.1,218.0,227.0,1.3,1.0,56.84,78.4,42,28.0,57.0,66.64,8.0,8.1,97.491,97.491,91.5,84,0.02,0.28,0.08,0.05,159.8995843,10.9375,73.64583333,1605.416667,13050,79.97090069,20,22.38484848,5.163602251,8.9,12.011256992952676,0.123573918,6.0,0.0,6.860816135,0.074585606,1.828555347,240.9272983,266,17,480.7420263,540,189,1.07,4.712121212,6.307575758,91.5,84.0,0.02,0.28,0.08,0.05,0.9999999999999999,0.8200021691180492,98.49267585128354
225,17,960000,3,51,4,6,5,93.5,0.055,18.625002183432724,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,3.9,4.1,4.1,4.1,220.0,229.0,1.35,1.1,54.88,73.5,47,24.0,62.0,67.62,8.0,8.1,99.431,99.29,91.17,82,0.02,0.13,0.07,0.05,159.9747832,4.6875,48.4375,409.375,3740,79.95133333,8,10.975,5.565524194,7.6,7.536008215658498,0.145468251,7.2,0.007526882,6.949240591,0.0439542,1.823091398,236.3837366,271,216,483.0477151,549,365,0.12,6.772727273,6.853636364,91.17,82.0,0.02,0.13,0.07,0.05,0.3478260869565216,1.627791767597664,102.7
226,17,960000,3,85,4,6,5,93.5,0.055,18.60741204220202,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,3.9,4.0,4.0,4.0,221.0,229.0,1.04,1.14,72.52,88.2,49,36.0,60.0,81.34,8.0,8.1,99.146,98.958,88.17,83,0.02,0.12,0.07,0.05,159.9761714,1.145833333,13.125,418.125,3989,79.94916388,9,7.163636364,4.811725067,6.1,7.3430539480870145,0.131877446,7.4,0.124191375,6.843645553,0.037876699,1.809595687,238.9238544,247,204,471.1091644,527,176,0.4,8.04,6.612,88.17,83.0,0.02,0.12,0.07,0.05,0.30434782608695643,2.136716713204167,102.7
227,17,960000,3,85,4,6,5,94.1,0.055,18.88597582193468,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,4.0,4.1,4.0,4.1,221.0,229.0,1.86,0.94,66.64,76.44,49,34.0,60.0,71.54,8.1,8.1,98.389,98.295,87.0,83,0.03,0.08,0.05,0.05,160.0,1.458333333,54.27083333,1226.25,11734,79.88070893,14,5.516129032,5.249094708,7.1,6.790332592795142,0.12858105,6.8,0.094637883,6.835111421,0.055381365,1.874178273,231.6497214,243,187,452.1594708,510,367,0.36,7.682142857,6.742142857,87.0,83.0,0.03,0.08,0.05,0.05,0.13043478260869562,1.7600901652212002,101.97854315785861
228,17,960000,3,85,4,6,5,94.1,0.055,18.935795416383918,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,4.0,4.1,4.0,4.1,219.0,228.0,1.18,1.23,54.88,80.36,52,40.0,63.0,70.56,8.0,8.1,99.242,99.242,92.83,88,0.05,0.05,0.05,0.05,160.0,0.625,25.10416667,339.4791667,3250,79.9566343,8,7.96,5.638436482,7.4,6.436780086138456,0.132073401,7.1,0.199478827,6.971993485,0.05740192,1.86267101,213.971987,234,194,431.7218241,490,351,0.32,7.388888889,6.721111111,92.83,88.0,0.05,0.05,0.05,0.05,0.0,2.4,102.30308508769298
229,17,960000,3,86,4,6,5,94.1,0.055,18.75346966877972,49,82,4.586,0.45,0.35,35.309,126.824,260.205,4.4,1.886,4.0,4.1,4.1,4.1,221.0,232.0,1.59,1.32,56.84,78.4,46,33.0,58.0,68.6,8.0,8.1,98.342,98.295,90.67,89,0.03,0.05,0.05,0.05,160.0,1.041666667,26.14583333,1227.1875,11746,79.95724138,9,5.957142857,5.672362869,7.7,6.836377487082581,0.127041187,6.7,0.225527426,6.913255977,0.069807339,1.925956399,223.164557,240,192,405.9683544,481,344,0.41,6.574074074,6.691851852,90.67,89.0,0.03,0.05,0.05,0.05,0.0,2.4,100.30787953656719
370,17,960000,3,86,6,8,9,94.0,0.06,19.057594880721254,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.94,3.9,4.0,4.0,4.0,219.0,231.0,1.21,1.44,66.64,90.16,57,41.0,71.0,79.38,8.1,8.1,96.915,96.686,89.33,85,0.13,0.05,0.05,0.05,118.9891349,8.645833333,109.1666667,2458.854167,15380,79.93236715,43,10.38888889,4.885784832,14.8,6.608192299474926,0.248473046,7.7,3.099081921,6.070162429,0.130966202,1.759724576,59.93396893,64,17,212.5995763,426,128,1.42,7.620689655,6.605172414,89.33,85.0,0.13,0.05,0.05,0.05,0.0,2.3780243075492353,102.7
371,17,960000,3,86,6,8,9,94.0,0.06,18.940946606634395,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.94,3.9,4.0,4.0,4.0,220.0,232.0,1.5,1.48,76.44,96.04,58,42.0,81.0,86.24,8.1,8.1,98.392,98.532,90.33,83,0.09,0.05,0.05,0.05,119.9780063,3.75,35.41666667,1154.0625,7568,80.0,11,6.584,6.180098453,8.9,6.646344885773531,0.113143104,7.7,3.316455696,6.40959564,0.083339621,1.801828411,58.94127989,63,55,233.5471167,269,109,0.76,7.676,5.8636,90.33,83.0,0.09,0.05,0.05,0.05,0.0,2.4,102.7
372,17,960000,3,86,6,8,9,94.0,0.06,19.010195426445737,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.94,3.9,4.0,4.1,4.1,222.0,234.0,1.33,1.49,64.68,86.24,48,36.0,73.0,77.42,8.1,8.1,98.58,98.627,88.17,82,0.05,0.05,0.05,0.05,119.9843772,2.1875,29.0625,1028.229167,8511,79.98434783,13,5.31,6.094586995,9.1,6.498365229409774,0.098006767,6.6,3.34757384,6.388892405,0.101386815,1.907317159,59.20534459,63,56,227.4556962,260,118,0.4,6.98,5.892,88.17,82.0,0.05,0.05,0.05,0.05,0.0,2.0240817682082564,102.7
373,17,960000,3,86,6,8,9,94.4,0.06,18.980673631018394,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.94,3.9,4.0,4.1,4.1,222.0,233.0,1.44,1.36,66.64,101.92,49,37.0,71.0,81.34,8.1,8.1,97.725,97.633,89.17,83,0.1,0.05,0.05,0.05,119.998676,2.291666667,39.79166667,2010.625,18044,79.93075852,25,6.116666667,6.180241649,8.1,6.588941108079397,0.10174262,6.5,3.358940633,6.437266264,0.077839052,1.912932812,59.65552791,63,41,228.3284749,262,193,0.71,6.559649123,6.07245614,89.17,83.0,0.1,0.05,0.05,0.05,0.0,1.8380636486884834,102.7
374,17,960000,3,87,6,8,9,94.4,0.06,19.11116415297202,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.94,3.9,4.0,4.1,4.1,222.0,232.0,1.53,1.08,74.48,92.12,50,37.0,67.0,83.3,8.1,8.1,97.678,97.585,85.5,82,0.11,0.05,0.05,0.05,119.8797288,7.5,105.5208333,1469.0625,4236,82.55003475,10,7.25,6.164640112,12.9,6.658128975708207,0.124325798,6.4,2.413876267,6.458710241,0.101624464,1.913114296,59.8248864,67,27,227.8112548,266,119,0.36,6.746666667,6.194,85.5,82.0,0.11,0.05,0.05,0.05,0.0,2.4,102.7
375,17,960000,3,87,6,8,9,94.4,0.06,19.10890311967568,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.94,3.9,4.1,4.1,4.2,222.0,233.0,1.19,1.33,64.68,94.08,52,32.0,75.0,79.38,8.1,8.1,96.021,95.975,85.83,81,0.14,0.05,0.05,0.05,93.11649959,12.08333333,138.4375,3238.75,8008,28.40850027,18,24.544,4.169582993,12.7,6.57885688201137,0.488648534,6.1,2.304226888,6.697976548,0.108154667,1.962034361,46.12353422,64,20,251.911099,325,111,0.31,7.308333333,6.536666667,85.83,81.0,0.14,0.05,0.05,0.05,0.0,2.4,102.7
376,17,960000,3,87,6,8,9,94.4,0.06,18.896248077626034,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.94,3.9,4.1,4.1,4.1,222.0,229.0,1.19,0.88,66.64,84.28,52,32.0,75.0,77.42,8.1,8.1,99.051,98.864,87.5,86,0.11,0.05,0.05,0.05,89.99193129,2.291666667,36.77083333,727.0833333,6889,19.99635796,17,4.796875,3.783105981,6.1,6.604927887711295,0.051303193,5.9,2.309417629,6.711639559,0.070877198,1.973879853,42.26573977,48,27,233.2615425,276,128,0.41,6.57,6.643666667,87.5,86.0,0.11,0.05,0.05,0.05,0.0,2.3124346386569585,101.77665544275186
377,17,960000,3,88,6,8,8,94.4,0.06,19.27577589617902,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.517,4.0,4.0,4.1,4.1,224.0,229.0,0.84,0.65,72.52,86.24,53,39.0,66.0,78.4,8.1,8.1,99.194,99.006,85.83,84,0.15,0.05,0.05,0.05,89.99156878,1.458333333,30.10416667,663.8541667,6334,20.0,11,5.165517241,3.816149395,6.1,6.7983607878368515,0.05196194,5.9,2.398395581,6.743479748,0.064008975,1.99,37.54523935,47,33,235.837717,265,195,0.44,6.006896552,6.543793103,85.83,84.0,0.15,0.05,0.05,0.05,0.0,2.4,102.7
378,17,960000,3,88,6,8,8,94.1,0.06,18.75335213638956,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.517,4.0,4.1,4.1,4.1,222.0,230.0,0.8,1.01,68.6,84.28,51,42.0,60.0,74.48,8.1,8.1,99.384,99.384,85.0,79,0.17,0.05,0.05,0.05,90.0,1.354166667,36.45833333,338.2291667,3152,19.99531494,7,5.861111111,3.566997908,4.7,6.339290003538016,0.054607723,5.7,2.374888831,6.793583573,0.074107113,2.006120848,40.49332985,48,32,241.084227,282,137,0.38,6.588888889,6.688888889,85.0,79.0,0.17,0.05,0.05,0.05,0.0,2.4,101.76516497128155
379,17,960000,3,100,6,8,8,94.1,0.06,18.847615560005863,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.517,4.0,4.0,4.1,4.2,221.0,230.0,0.84,1.14,68.6,84.28,48,34.0,58.0,76.44,8.1,8.1,99.289,99.242,89.5,83,0.15,0.05,0.05,0.05,89.98368037,1.354166667,23.22916667,389.1666667,3721,19.99921936,12,5.788888889,3.803215686,4.8,6.3322159814965095,0.053347009,5.6,2.362771242,6.7608,0.08111048,2.015652288,41.06143791,50,35,227.0881046,269,195,0.31,5.6,6.597647059,89.5,83.0,0.15,0.05,0.05,0.05,0.0,2.1740477654085604,100.94425185254487
380,17,960000,3,100,6,8,8,94.1,0.06,19.2448365905812,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.517,4.0,4.0,4.1,4.1,222.0,229.0,0.85,0.97,62.72,82.32,52,36.0,63.0,72.52,8.1,8.1,99.479,99.384,89.17,86,0.1,0.05,0.05,0.05,89.98824142,1.354166667,32.5,340.2083333,3080,19.99921977,8,7.052941176,3.772439916,5.0,6.318716076320277,0.052658152,5.9,2.333202717,6.721823406,0.070664605,1.970256008,41.50470219,47,35,217.6044932,260,186,0.3,7.19375,6.655,89.17,86.0,0.1,0.05,0.05,0.05,0.0,2.4,102.7
381,17,960000,3,101,6,8,8,94.5,0.06,19.08004135222169,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.517,4.0,4.1,4.1,4.2,222.0,230.0,0.85,0.85,56.84,80.36,48,38.0,60.0,70.56,8.1,8.1,99.288,99.1,89.0,88,0.08,0.05,0.05,0.05,89.9848643,1.770833333,44.58333333,704.6875,6681,19.99843505,12,6.106060606,3.655011839,4.5,6.447425050892815,0.05468236,5.6,2.371533807,6.732715075,0.08088813,2.018908182,40.48908182,51,27,216.0192055,262,158,0.28,5.616129032,6.550645161,89.0,88.0,0.08,0.05,0.05,0.05,0.0,2.395164862025577,102.7
382,17,960000,3,101,6,8,8,94.5,0.06,18.930888117615833,50,83,4.307,0.45,0.32,31.172,117.669,259.669,4.6,3.517,4.0,4.1,4.1,4.2,224.0,229.0,0.93,0.67,70.56,82.32,50,41.0,63.0,76.44,8.0,8.1,99.621,99.669,90.83,89,0.1,0.05,0.05,0.05,89.99812304,0.625,24.375,114.1666667,1077,19.99921814,6,7.52,3.631068722,4.4,6.686878132604331,0.053008656,5.9,2.378364254,6.743289783,0.080463051,1.979882414,38.51450222,46,34,212.3501437,266,189,0.3,5.7,6.767777778,90.83,89.0,0.1,0.05,0.05,0.05,0.0,2.4,102.7
481,17,960000,3,103,8,9,9,94.2,0.05,18.947662199712298,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.9,4.0,4.1,4.1,223.0,231.0,0.98,1.04,62.72,94.08,51,37.0,64.0,78.4,8.1,8.1,98.818,98.958,94.0,90,0.14,0.08,0.08,0.05,119.9076923,3.645833333,54.89583333,704.4791667,6600,79.95028209,16,6.3,4.64374111,7.1,6.921603394696659,0.079932016,5.8,0.0,6.430021345,0.086726959,2.147057986,64.51440768,75,49,178.304518,193,101,0.85,6.37826087,6.293913043,94.0,90.0,0.14,0.08,0.08,0.05,0.13043478260869562,2.383699262175005,100.5215915285934
482,17,960000,3,103,8,9,9,94.2,0.05,18.944786402039792,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.9,4.0,4.1,4.1,220.0,232.0,0.9,1.21,80.36,98.0,56,41.0,68.0,88.2,8.1,8.1,98.908,98.674,95.33,89,0.13,0.05,0.05,0.05,119.9978769,1.458333333,34.79166667,898.0208333,8550,79.97771489,12,5.639285714,4.576884602,8.5,6.768768649793827,0.07965524,6.4,0.0,6.406323687,0.09238611,2.08,65.15148267,74,60,180.7241872,222,160,0.54,5.688888889,6.266666667,95.33,89.0,0.13,0.05,0.05,0.05,0.0,2.1413165347475656,101.02651656560636
483,17,960000,3,103,8,9,9,94.2,0.05,18.73313481396844,53,86,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.1,4.1,223.0,229.0,1.0,0.7,72.52,88.2,53,41.0,65.0,78.4,8.1,8.1,99.336,99.242,94.33,91,0.11,0.05,0.05,0.05,119.9638899,1.458333333,28.125,386.7708333,3668,79.97776994,9,8.566666667,4.663816956,7.5,6.698794913235795,0.071564639,6.2,0.0,6.397197588,0.083616068,2.08,64.66619369,71,58,175.162469,225,159,0.39,7.342857143,6.312857143,94.33,91.0,0.11,0.05,0.05,0.05,0.0,1.942374847778368,102.7
484,17,960000,3,104,8,10,9,94.2,0.05,19.371933261014824,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.0,4.0,223.0,229.0,0.79,0.9,76.44,90.16,53,40.0,67.0,84.28,8.1,8.1,97.82,97.727,97.17,96,0.07,0.05,0.05,0.05,119.9704056,6.458333333,138.6458333,1813.333333,11329,79.97778561,13,6.013888889,3.96925,5.5,6.7935876473976125,0.404044518,7.4,0.03675,6.378657143,0.132367821,1.989278571,63.46964286,87,26,186.9646429,260,163,0.62,6.494285714,6.291142857,97.17,96.0,0.07,0.05,0.05,0.05,0.0,1.8047540066603065,100.00413142548904
485,17,960000,3,104,8,10,9,94.3,0.05,18.87823270478243,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.0,4.1,224.0,233.0,0.84,0.91,81.34,98.98,59,49.0,76.0,87.22,8.1,8.1,98.581,98.674,90.0,88,0.15,0.05,0.05,0.05,119.9880339,1.770833333,58.54166667,912.8125,7844,79.97812279,7,4.548148148,3.651371571,4.9,6.295719760218933,0.424919718,7.0,0.000106876,6.448485928,0.084073215,1.975803349,61.94834343,66,48,185.0765942,229,123,1.11,8.223076923,6.316153846,90.0,88.0,0.15,0.05,0.05,0.05,0.0,2.4,100.71370235705751
486,17,960000,3,104,8,10,9,94.3,0.05,18.977264237530335,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.0,4.1,224.0,230.0,0.98,0.67,70.56,88.2,58,45.0,76.0,81.34,8.1,8.1,99.337,99.337,88.33,85,0.1,0.05,0.05,0.05,119.9742061,1.145833333,27.39583333,300.625,2630,80.0,4,3.681818182,4.56177825,6.3,6.80332724135898,0.082833307,6.5,0.0,6.394760893,0.087246268,2.05,65.49202976,74,61,173.9004605,217,160,0.39,7.327272727,6.234545455,88.33,85.0,0.1,0.05,0.05,0.05,0.0,2.4,102.7
487,17,960000,3,104,8,10,9,94.3,0.05,18.969910420723846,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.0,4.1,223.0,230.0,0.91,0.73,76.44,98.0,61,15.0,79.0,86.24,8.0,8.1,98.577,98.39,89.5,87,0.13,0.05,0.05,0.05,119.9215853,2.291666667,49.6875,1033.020833,9753,79.97807638,11,3.285294118,3.638797423,5.4,6.498271011897368,0.082937726,6.9,0.003328561,6.452634216,0.082787569,2.027387258,61.2079456,67,58,184.2451682,248,168,0.65,6.74375,6.2271875,89.5,87.0,0.13,0.05,0.05,0.05,0.0,2.4,102.08864510181823
488,17,960000,3,104,8,10,9,94.4,0.05,19.23574975178433,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.0,4.1,223.0,230.0,0.87,0.93,73.5,91.14,60,43.0,75.0,83.3,8.0,8.1,99.099,98.958,91.5,84,0.17,0.05,0.05,0.05,119.9851617,1.875,43.22916667,629.2708333,5318,79.95609413,11,6.057142857,4.261748054,9.3,6.436551969470173,0.084503536,6.8,0.0,6.520845718,0.091124497,2.027466384,63.60651097,67,44,176.6029724,199,111,0.4,7.255555556,6.351111111,91.5,84.0,0.17,0.05,0.05,0.05,0.0,2.293785873124701,102.7
489,17,960000,3,105,8,10,9,94.4,0.05,19.232894446178506,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.9,4.0,4.0,4.1,223.0,233.0,0.93,1.0,69.58,89.18,55,40.0,70.0,80.36,8.1,8.1,99.338,99.432,88.33,83,0.18,0.05,0.05,0.05,119.971211,1.041666667,27.70833333,320.9375,2185,80.0,6,6.911111111,4.282309059,6.2,7.044479360745671,0.084909544,6.4,0.0,6.5439254,0.086237232,2.079012433,64.41705151,70,60,186.0284192,211,160,0.33,6.211111111,6.28,88.33,83.0,0.18,0.05,0.05,0.05,0.0,2.340760998669556,101.64354993221751
490,17,960000,3,15,8,10,9,94.4,0.05,19.052077530866338,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.0,4.1,222.0,234.0,1.11,1.37,72.52,92.12,57,46.0,72.0,83.3,8.1,8.1,99.384,99.384,87.67,85,0.16,0.05,0.05,0.05,120.0,0.9375,28.33333333,271.5625,2310,79.97770701,8,4.244444444,4.401242457,9.3,6.7326914358152345,0.086848744,6.6,0.0,6.544728435,0.085059758,2.045804047,64.20660277,69,60,177.5047923,203,162,0.44,5.875,6.42625,87.67,85.0,0.16,0.05,0.05,0.05,0.0,2.3260759422040485,102.7
491,17,960000,3,15,8,10,9,94.4,0.05,19.03255278380357,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.8,3.9,4.0,4.1,223.0,235.0,0.9,1.23,60.76,94.08,56,46.0,72.0,98.0,8.1,8.1,99.385,99.479,87.33,82,0.17,0.05,0.05,0.05,119.9938472,0.729166667,43.75,298.3333333,2555,79.97773065,7,5.709090909,4.440986515,8.4,6.507118871605358,0.089221772,6.7,0.0,6.581242016,0.087609869,2.05,63.69233499,69,59,178.9148332,215,162,0.42,6.94,6.458,87.33,82.0,0.17,0.05,0.05,0.05,0.0,2.094147864588863,100.82630042208928
492,17,960000,3,98,8,10,9,94.4,0.05,19.19483740081147,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.9,3.9,4.1,4.1,224.0,230.0,1.04,0.74,66.64,92.12,53,35.0,67.0,77.42,8.1,8.1,99.195,99.195,90.0,86,0.18,0.05,0.05,0.05,120.0,0.9375,27.08333333,361.5625,3048,80.0,5,5.71,4.546434906,8.3,6.459588375228914,0.082640133,6.2,0.0,6.561823989,0.085745545,2.081036196,63.63875089,68,60,175.684528,195,159,0.37,5.9,6.403,90.0,86.0,0.18,0.05,0.05,0.05,0.0,2.4,101.7832481913242
493,17,960000,3,98,8,10,9,94.1,0.05,19.0098530118638,50,83,4.542,0.45,0.32,32.585,118.459,256.349,4.6,3.94,3.9,3.9,4.0,4.1,224.0,231.0,0.9,1.02,68.6,92.12,55,42.0,66.0,84.28,8.1,8.1,99.149,99.29,87.17,85,0.18,0.06,0.06,0.05,119.984591,1.041666667,29.27083333,415.4166667,3834,80.0,8,6.064285714,4.088199858,5.9,6.933801827637883,0.08151345,6.2,0.0,6.523522325,0.092008561,2.067810064,64.49858257,68,60,173.0719348,193,159,0.3,6.478571429,6.375,87.17,85.0,0.18,0.06,0.06,0.05,0.04347826086956519,2.4,99.81067224810911
545,17,960000,3,112,9,10,10,94.2,0.05,19.07808541074639,50,83,4.386,0.45,0.34,32.764,122.547,260.382,4.6,2.406,4.0,4.0,4.1,4.1,223.0,229.0,0.72,0.78,43.0,71.0,55,70.56,91.14,77.42,8.1,8.0,98.295,98.405,89.0,85,0.09,0.06,0.05,0.05,120.0,1.354166667,42.70833333,736.9791667,7020,79.9347067,17,5.269230769,3.445701198,7.5,6.6530954690772015,0.078409663,6.9,0.010112755,6.795909091,0.072936311,2.05,22.43446089,52,16,212.6730092,229,184,1.16,6.92173913,6.70173913,89.0,85.0,0.09,0.06,0.05,0.05,0.04347826086956519,2.392637095371064,102.7
546,17,960000,3,112,9,10,10,94.2,0.05,19.005449786411504,50,83,4.386,0.45,0.34,32.764,122.547,260.382,4.6,2.406,4.0,4.1,4.1,4.1,221.0,229.0,0.91,0.74,47.0,71.0,58,67.62,94.08,85.26,8.1,8.0,98.532,98.06,86.17,81,0.05,0.06,0.05,0.05,119.9470094,1.875,26.45833333,726.0416667,6864,80.0,8,5.508333333,3.347160494,8.4,6.98100892916187,0.074850157,7.0,0.0,6.792857143,0.058646391,2.06,30.37566138,51,8,213.5291005,236,114,0.2,7.004166667,6.859583333,86.17,81.0,0.05,0.06,0.05,0.05,0.04347826086956519,2.4,102.7
547,17,960000,3,117,9,10,10,94.5,0.05,18.985363310411717,50,83,4.386,0.45,0.34,32.764,122.547,260.382,4.6,2.406,4.0,4.1,4.1,4.1,221.0,231.0,1.0,0.84,44.0,63.0,54,68.6,86.24,77.42,8.1,8.0,99.006,98.866,87.17,85,0.04,0.07,0.05,0.05,119.9749477,3.958333333,61.5625,413.0208333,2746,79.93412339,8,7.907692308,3.720938375,9.3,6.774062809142098,0.114940089,6.3,0.0,6.739401051,0.065010041,2.132430823,38.30823117,60,0,209.8630473,231,0,0.21,6.7,6.776363636,87.17,85.0,0.04,0.07,0.05,0.05,0.08695652173913043,2.329210385347157,102.7
548,17,960000,3,117,9,10,10,94.5,0.05,18.84671279835123,50,83,4.386,0.45,0.34,32.764,122.547,260.382,4.6,2.406,4.0,4.1,4.1,4.1,222.0,230.0,0.94,0.74,42.0,64.0,53,64.68,84.28,75.46,8.1,8.0,99.1,99.235,88.33,83,0.09,0.07,0.05,0.05,119.9838328,1.770833333,22.39583333,315.7291667,2785,80.0,5,5.463636364,3.605981112,10.1,6.498325958048271,0.086313741,6.3,0.0,6.737859391,0.063703355,2.13,40.98880728,61,16,210.7974816,241,147,0.18,6.290909091,6.718181818,88.33,83.0,0.09,0.07,0.05,0.05,0.08695652173913043,1.8574687671993069,99.6033877866779
